id,title,authors,categories,published_date,publisher,average_rating,ratings_count,page_count,description,thumbnail,info_link,preview_link
euV7e2f-RzsC,C# for Programmers,"Harvey M. Deitel, Paul J. Deitel",Computers,2005-11-21,Prentice Hall Professional,3.5,4,1357,"The practicing programmer's DEITEL® guide to C# and the powerful Microsoft .NET Framework Written for programmers with a background in C++, Java, or other high-level languages, this book applies the Deitel signature live-code approach to teaching programming and explores Microsoft's C# language and the new .NET 2.0 in depth. The book is updated for Visual Studio® 2005 and C# 2.0, and presents C# concepts in the context of fully tested programs, complete with syntax shading, detailed line-by-line code descriptions, and program outputs. The book features 200+ C# applications with 16,000+ lines of proven C# code, as well as 300+ programming tips that will help you build robust applications. Start with a concise introduction to C# fundamentals using an early classes and objects approach, then rapidly move on to more advanced topics, including multithreading, XML, ADO.NET 2.0, ASP.NET 2.0, Web services, network programming, and .NET remoting. Along the way you will enjoy the Deitels' classic treatment of object-oriented programming and a new, OOD/UML™ ATM case study, including a complete C# implementation. When you are finished, you will have everything you need to build next-generation Windows applications, Web applications, and Web services. Dr. Harvey M. Deitel and Paul J. Deitel are the founders of Deitel & Associates, Inc., the internationally recognized programming languages content-creation and corporate-training organization. Together with their colleagues at Deitel & Associates, Inc., they have written many international best-selling programming languages textbooks that millions of people worldwide have used to master C, C++, Java™, C#, XML, Visual Basic®, Perl, Python, and Internet and Web programming. The DEITEL® Developer Series is designed for practicing programmers. The series presents focused treatments of emerging technologies, including .NET, J2EE, Web services, and more. Practical, Example-Rich Coverage Of: C# 2.0, .NET 2.0, FCL ASP.NET 2.0, Web Forms and Controls Database, SQL, and ADO.NET 2.0 Networking and .NET Remoting XML, Web Services Generics, Collections GUI/Windows® Forms OOP: Classes, Inheritance, and Polymorphism OOD/UML™ ATM Case Study Graphics and Multimedia Multithreading Exception Handling And more... VISIT WWW.DEITEL.COM Download code examples To receive updates on this book, subscribe to the free DEITEL® BUZZ ONLINE e-mail newsletter at www.deitel.com/newsletter/subscribe.html Read archived Issues of the DEITEL® BUZZ ONLINE Get corporate training information",http://books.google.com/books/content?id=euV7e2f-RzsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=euV7e2f-RzsC&dq=programming&hl=&source=gbs_api,http://books.google.com/books?id=euV7e2f-RzsC&pg=PR29&dq=programming&hl=&cd=32&source=gbs_api
rvc8DgAAQBAJ,Conference Proceedings. New Perspectives in Science Education,Pixel,Education,2017,libreriauniversitaria.it Edizioni,,,696,,http://books.google.com/books/content?id=rvc8DgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=rvc8DgAAQBAJ&dq=programming&hl=&source=gbs_api,http://books.google.com/books?id=rvc8DgAAQBAJ&pg=PA534&dq=programming&hl=&cd=33&source=gbs_api
lP1oDwAAQBAJ,Computational Thinking in the STEM Disciplines,Myint Swe Khine,Study Aids,2018-08-14,Springer,,,334,"This book covers studies of computational thinking related to linking, infusing, and embedding computational thinking elements to school curricula, teacher education and STEM related subjects. Presenting the distinguished and exemplary works by educators and researchers in the field highlighting the contemporary trends and issues, creative and unique approaches, innovative methods, frameworks, pedagogies and theoretical and practical aspects in computational thinking. A decade ago the notion of computational thinking was introduced by Jeannette Wing and envisioned that computational thinking will be a fundamental skill that complements to reading, writing and arithmetic for everyone and represents a universally applicable attitude. The computational thinking is considered a thought processes involved in a way of solving problems, designing systems, and understanding human behaviour. Assimilating computational thinking at young age will assist them to enhance problem solving skills, improve logical reasoning, and advance analytical ability - key attributes to succeed in the 21st century. Educators around the world are investing their relentless effort in equipping the young generation with real-world skills ready for the demand and challenges of the future. It is commonly believed that computational thinking will play a pivotal and dominant role in this endeavour. Wide-ranging research on and application of computational thinking in education have been emerged in the last ten years. This book will document attempts to conduct systematic, prodigious and multidisciplinary research in computational thinking and present their findings and accomplishments.",http://books.google.com/books/content?id=lP1oDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=lP1oDwAAQBAJ&dq=programming&hl=&source=gbs_api,http://books.google.com/books?id=lP1oDwAAQBAJ&pg=PA134&dq=programming&hl=&cd=34&source=gbs_api
NH5Kc17y33QC,Federal Register,Unknown,Administrative law,1996-06-05,,,,276,,http://books.google.com/books/content?id=NH5Kc17y33QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=NH5Kc17y33QC&source=gbs_api,http://books.google.com/books?id=NH5Kc17y33QC&pg=PA28710&dq=programming&hl=&cd=35&source=gbs_api
VjHk2Cjrti8C,Programming in Prolog,"William F. Clocksin, Christopher S. Mellish",Computers,2003-07-25,Springer Science & Business Media,4,3,324,"Originally published in 1981, this was the first textbook on programming in the Prolog language and is still the definitive introductory text on Prolog. Though many Prolog textbooks have been published since, this one has withstood the test of time because of its comprehensiveness, tutorial approach, and emphasis on general programming applications. Prolog has continued to attract a great deal of interest in the computer science community, and has turned out to be the basis for an important new generation of programming languages and systems for Artificial Intelligence. Since the previous edition of Programming in Prolog, the language has been standardised by the International Organization for Standardization (ISO) and this book has been updated accordingly. The authors have also introduced some new material, clarified some explanations, corrected a number of minor errors, and removed appendices about Prolog systems that are now obsolete.",http://books.google.com/books/content?id=VjHk2Cjrti8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=VjHk2Cjrti8C&dq=programming&hl=&source=gbs_api,http://books.google.com/books?id=VjHk2Cjrti8C&printsec=frontcover&dq=programming&hl=&cd=36&source=gbs_api
Vm0bAQAAMAAJ,Official Gazette of the United States Patent and Trademark Office,United States. Patent and Trademark Office,Patents,1995-06,,,,1784,,http://books.google.com/books/content?id=Vm0bAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=Vm0bAQAAMAAJ&source=gbs_api,http://books.google.com/books?id=Vm0bAQAAMAAJ&pg=RA1-PA1262&dq=programming&hl=&cd=37&source=gbs_api
g3IYhcntLK4C,A Selected Annotated Bibliography on the Analysis of Water Resource Systems,Unknown,System analysis,1974,,,,422,,http://books.google.com/books/content?id=g3IYhcntLK4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=g3IYhcntLK4C&source=gbs_api,http://books.google.com/books?id=g3IYhcntLK4C&pg=PA277&dq=programming&hl=&cd=38&source=gbs_api
WYo9DwAAQBAJ,ECGBL 2017 11th European Conference on Game-Based Learning,Unknown,Uncategorized,2017-10-05,Academic Conferences and publishing limited,,,1007,,http://books.google.com/books/content?id=WYo9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=WYo9DwAAQBAJ&dq=programming&hl=&source=gbs_api,http://books.google.com/books?id=WYo9DwAAQBAJ&pg=PA368&dq=programming&hl=&cd=39&source=gbs_api
-7MMHfZ8bc8C,Jython for Java Programmers,Robert W. Bill,Computers,2002,Sams Publishing,4,2,496,Build Java-based Web applications with increased speed and salability using Jython. This book helps Java developers increase application development and deployment. A brief introduction is provided that shows the differences between Java and Jython.,http://books.google.com/books/content?id=-7MMHfZ8bc8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=-7MMHfZ8bc8C&dq=programming&hl=&source=gbs_api,http://books.google.com/books?id=-7MMHfZ8bc8C&pg=PR22&dq=programming&hl=&cd=40&source=gbs_api
eaBPXwlhlFAC,Journal of the House of Representatives of the United States,United States. Congress. House,Legislation,1997,,,,1788,"Some vols. include supplemental journals of ""such proceedings of the sessions, as, during the time they were depending, were ordered to be kept secret, and respecting which the injunction of secrecy was afterwards taken off by the order of the House.""",http://books.google.com/books/content?id=eaBPXwlhlFAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=eaBPXwlhlFAC&source=gbs_api,http://books.google.com/books?id=eaBPXwlhlFAC&pg=PA1952&dq=programming&hl=&cd=41&source=gbs_api
